TrainingDataset,HumanOrthologGeneID,MouseGeneID,Symbol,Synonyms,Description,EnsemblGeneID,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,MCARTA2.0_score,MCARTA2_FDR,MCARTA2_LIST,MCARTA2_EVIDENCE,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_PrimarySubcellularLocalization_2015
Tmito,30968,66592,Stoml2,0610038F01Rik|MSLP2|SLP-2|Q99JB2,stomatin (Epb7.2)-like 2,ENSMUSG00000028455,353,1,SharedDomain,16,,NoMitoHomolog,Homolog,75-100pure,20.9386,0.004,1,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr4,43027689,43031384,14,28,465,2.10E+10,83,all 14,9,8.7,9.2,8.7,9.3,8.8,8.3,8.8,9.4,9.1,9.2,8.7,9.8,9.2,"Plasma membrane;Cytoplasm (APE, Uncertain)"
Tmito,223,56752,Aldh9a1,AA139417|Abaldh|ESTM40|TMABA-DH|Tmabadh|Q9JLJ2,"aldehyde dehydrogenase 9, subfamily A1",ENSMUSG00000026687,518,2,SharedDomain,10,,OrthologMitoLowConf,NoHomolog,50-75pure,20.8913,0.004,1,"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++",chr1,167349990,167368530,10,28,251,1.41E+10,65,"brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,7.7,8.1,9.5,9.3,,,9,9.5,8.2,8.3,9.5,8.9,"Cytoplasm (APE, Uncertain)"
Tmito,79731,244141,Nars2,AI875199|Q8BGV0,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),ENSMUSG00000018995,477,1,SharedDomain,16,,OrthologMitoHighConf,Homolog,0-25ambig,20.8863,0.004,1,"GFP, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression",chr7,96951526,97064757,5,6,16,4.11E+08,17,"spinalcord, adipose, largeintestine, stomach, placenta",,,,7.6,,,,,7.5,,8.4,7.8,7.6,,"Nucleus but not nucleoli;Mitochondria (APE, Uncertain)"
Tmito,23078,219189,Vwa8,1300010F03Rik|4932416F07Rik|AI957255|Kiaa0564|mKIAA0564|Q8CC88,von Willebrand factor A domain containing 8,ENSMUSG00000058997,1905,2,SharedDomain,32,0.33,HomologMitoLowConf,NoHomolog,75-100pure,20.8714,0.004,1,"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression+, MS/MS++",chr14,78849177,79202310,14,161,3053,8.98E+10,77,all 14,9.1,9.3,9.6,8.5,10.6,9.8,9.4,9.8,9.5,9.2,10.1,9.6,9.3,9.6,"Vesicles (APE, Uncertain)"
Tmito,64949,99045,Mrps26,AI648866|GI008|MRP-S13|MRP-S26|Rpms13|Q80ZS3,mitochondrial ribosomal protein S26,ENSMUSG00000037740,200,2,MitoDomain,10,0.86,NoMitoHomolog,NoHomolog,75-100ambig,20.871,0.004,1,"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression, MS/MS+",chr2,130563756,130565394,14,21,220,6.23E+09,79,all 14,8.8,8.6,8.7,8.6,8.5,8.5,8.2,7.6,8.7,8.5,9.2,8.3,8.9,8.1,"Mitochondria (APE, Supportive)"
Tpossible_mito,203054,268822,Adck5,A230108P17|Q80V03,aarF domain containing kinase 5,ENSMUSG00000022550,582,2,SharedDomain,7,0.77,OrthologMitoLowConf,Homolog,0-25pure,20.7925,0.004,1,"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",chr15,76576358,76595811,3,5,11,2.25E+07,9,"cerebrum, largeintestine, testis",6.4,,,,,,,,,,7.1,,,6.9,"Plasma membrane;Cytoplasm (APE, Uncertain)"
Tmito,79587,71941,Cars2,2310051N18Rik|2410044A07Rik|D530030H10Rik|Q8BYM8,cysteinyl-tRNA synthetase 2 (mitochondrial)(putative),ENSMUSG00000056228,552,1,SharedDomain,43,,NoMitoHomolog,Homolog,25-50ambig,20.6969,0.004,1,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS",chr8,11514016,11550771,9,20,70,7.17E+08,45,"cerebrum, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,,,,,,8,8,8.2,7.7,7.6,7.1,7.8,8.2,"Nucleus but not nucleoli;Mitochondria (APE, Uncertain)"
Tmito,1352,70383,Cox10,2410004F01Rik|AU042636|Q8CFY5,cytochrome c oxidase assembly protein 10,ENSMUSG00000042148,443,4,SharedDomain,46,1.25,HomologMitoHighConf,Ortholog,,20.69,0.004,1,"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++",chr11,63962626,64079472,,,,,,,,,,,,,,,,,,,,,"Nucleoli;Mitochondria (APE, Uncertain)"
Tmito,54539,104130,Ndufb11,D5Bwg0566e|D5Bwg0577e|NP15.6|Np15|O09111,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11",ENSMUSG00000031059,151,1,NA,48,,NoMitoHomolog,NoHomolog,50-75pure,20.6685,0.004,1,"literature, APEX_IMS, APEX_matrix, targetP signal+, coexpression++, MS/MS++",chrX,20615325,20617564,14,11,663,4.32E+10,56,all 14,9.6,9.5,9.7,9.2,9.9,9.3,9.4,9.2,9.3,9.5,9.5,9.6,9.2,8.8,"Mitochondria (APE, Supportive)"
Tmito,,18598,Pdha2,Pdhal|P35487,pyruvate dehydrogenase E1 alpha 2,ENSMUSG00000047674,391,5,MitoDomain,1,,OrthologMitoLowConf,Homolog,50-75pure,20.5894,0.004,1,"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++",chr3,141210003,141212355,13,24,215,2.05E+10,71,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.3,7.2,8.1,8.4,8.1,8.4,8.8,,8,8.3,8,8,8.5,10.3,
Tmito,51264,94064,Mrpl27,A630055F16Rik|D11Moh47|D18Ertd643e|Q99N92,mitochondrial ribosomal protein L27,ENSMUSG00000024414,148,2,SharedDomain,NA,,OrthologMitoHighConf,Ortholog,50-75ambig,20.4854,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",chr11,94653790,94660087,14,11,124,3.42E+09,68,all 14,8.3,8,8.2,7.8,8.4,8.5,7.7,7.3,8.2,8.6,8.8,7.1,8.9,8.5,
Tmito,150274,100900,Hscb,AI325508|AW049829|Hsc20|Q8K3A0,HscB iron-sulfur cluster co-chaperone homolog (E. coli),ENSMUSG00000043510,234,2,SharedDomain,1,,OrthologMitoHighConf,Ortholog,50-75ambig,20.4854,0.004,1,"APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",chr5,110829069,110839777,10,14,100,1.43E+09,61,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",8.4,8.1,8.2,8.2,,,,6.5,8.2,,8.5,7.6,7.9,8,"Plasma membrane;Cytoplasm (APE, Supportive)"
Tmito,6742,381760,Ssbp1,2810480P10Rik|G630031O20Rik|MtSSB|mtDBP|Q9CYR0,single-stranded DNA binding protein 1,ENSMUSG00000029911,152,2,SharedDomain,NA,,OrthologMitoHighConf,Ortholog,50-75ambig,20.4854,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",chr6,40471414,40481823,14,14,483,1.82E+10,73,all 14,9,8.8,8.9,8.8,9.3,9.2,8.8,8.1,8.9,9.3,9.3,8.7,9.6,9.2,"Mitochondria (APE, Supportive)"
Tmito,84681,68917,Hint2,1190005L05Rik|Q9D0S9,histidine triad nucleotide binding protein 2,ENSMUSG00000028470,163,1,SharedDomain,22,,NoMitoHomolog,Homolog,50-75pure,20.4842,0.004,1,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr4,43654226,43656445,14,14,653,5.46E+10,75,all 14,9.3,9.2,9.5,9.3,10.2,10,9.3,8.4,9.6,9.5,9.7,9.4,9.2,9.4,"Mitochondria (APE, Supportive)"
Tmito,2109,110826,Etfb,0610009I16Rik|2810441H06Rik|Q9DCW4,"electron transferring flavoprotein, beta polypeptide",ENSMUSG00000004610,255,,SharedDomain,39,1.36,HomologMitoHighConf,NoHomolog,75-100pure,20.4562,0.004,1,"literature, APEX_matrix, yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS++",chr7,43444071,43457800,14,27,1505,2.46E+11,90,all 14,9.7,9.5,9.9,9.9,10.5,10.6,10.6,9.3,10.5,10.2,10,10.2,10.3,9.9,"Mitochondria (APE, Supportive)"
Tmito,10166,18408,Slc25a15,D630044L02Rik|Ornt1|Q9WVD5,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",ENSMUSG00000031482,301,,MitoDomain,8,,OrthologMitoLowConf,NoHomolog,75-100pure,20.454,0.004,1,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",chr8,22375549,22398621,7,20,257,1.42E+10,84,"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta",,,,7.7,8.9,9.9,,,7.6,9.7,7.9,,8.8,,
Tmito,92106,218885,Oxnad1,2410002F01Rik|AW492292|BC019806|Q8VE38,oxidoreductase NAD-binding domain containing 1,ENSMUSG00000021906,311,3,SharedDomain,44,,HomologMitoLowConf,NoHomolog,50-75pure,20.4507,0.004,1,"APEX_matrix, GFP, targetP signal, yeast mito homolog, mito protein domain, coexpression++, MS/MS++",chr14,32085727,32103203,10,20,87,8.92E+08,55,"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.2,,,7.5,,7.6,8.4,,8,7.6,8.3,7.5,8.3,7,
Tmito,54205,13063,Cycs,P62897,"cytochrome c, somatic",ENSMUSG00000058927,105,,MitoDomain,1,,OrthologMitoLowConf,Homolog,75-100pure,20.4065,0.004,1,"literature, APEX_IMS, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++",chr6,50562562,50566474,14,21,2698,2.49E+11,92,all 14,10.3,10.2,10.5,10,10.7,10.1,10.3,9.9,10.1,10.3,10,10,10.1,10.3,"Mitochondria (APE, Supportive)"
Tmito,,13067,Cyct,T-Cc|P00015,"cytochrome c, testis",ENSMUSG00000056436,105,,MitoDomain,3,,OrthologMitoLowConf,Homolog,75-100pure,20.4065,0.004,1,"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++",chr2,76353942,76360448,14,17,696,3.79E+10,93,all 14,9.2,9,9.5,9.3,9.6,9.2,9.5,8.4,9.3,9.7,9.3,9.5,9.1,9.9,
Tmito,6150,19935,Mrpl23,L23mrp|Rpl23|Rpl23l|O35972,mitochondrial ribosomal protein L23,ENSMUSG00000037772,146,2,SharedDomain,NA,,OrthologMitoHighConf,NoHomolog,75-100pure,20.3864,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS++",chr7,142533116,142540742,14,11,183,6.56E+09,84,all 14,8.7,8.7,8.7,8.4,8.9,8.6,8.1,8,8.5,8.4,9.2,8.3,8.8,8.6,"Mitochondria (APE, Supportive)"
Tmito,65005,78523,Mrpl9,8030480E20Rik|AA409733|C330013D18Rik|L9mt|Q99N94,mitochondrial ribosomal protein L9,ENSMUSG00000028140,265,3,SharedDomain,32,0.67,NoMitoHomolog,Ortholog,50-75ambig,20.3151,0.004,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS",chr3,94443335,94448708,14,21,215,4.73E+09,66,all 14,8.8,8.6,8.8,8.1,8.7,8.6,8.1,6.7,8.3,8.5,8.7,7.6,8.9,8.2,"Mitochondria (APE, Supportive)"
Tmito,118487,66121,Chchd1,1110001O19Rik|2400010G13Rik|MRP-S37|Q9CQA6,coiled-coil-helix-coiled-coil-helix domain containing 1,ENSMUSG00000063787,118,3,SharedDomain,31,,OrthologMitoHighConf,NoHomolog,50-75ambig,20.2815,0.004,1,"GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression+, MS/MS",chr14,20703026,20704425,12,6,67,1.87E+09,54,"cerebrum, cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.1,7.2,,7.6,8.6,8.4,,7,8,8,8.5,7.6,8.5,8,"Nucleus (APE, Supportive)"
Tmito,55210,108888,Atad3a,2400004H09Rik|Atad3|Tob3|mKIAA1273|Q925I1,"ATPase family, AAA domain containing 3A",ENSMUSG00000029036,591,,MitoDomain,10,,HomologMitoLowConf,Homolog,75-100pure,20.2461,0.004,1,"APEX_IMS, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++",chr4,155740639,155761098,14,60,1063,3.74E+10,77,all 14,9.3,8.8,9.2,9.2,9.7,9.6,8.7,9,9.6,9.2,9.7,9.4,9.7,9.5,
Tmito,4594,17850,Mut,D230010K02Rik|Mcm|P16332,methylmalonyl-Coenzyme A mutase,ENSMUSG00000023921,748,3,MitoDomain,27,,NoMitoHomolog,NoHomolog,75-100pure,20.2374,0.004,1,"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS++",chr17,40934684,40961989,14,49,1126,5.42E+10,77,all 14,9.1,9.1,9,9,10.2,10,9.1,8.8,10,8.9,9.7,9.7,9.1,9.3,"Cytoplasm (APE, Uncertain)"
Tmito,55847,52637,Cisd1,AU043990|AW743335|D10Ertd214e|Zcd1|mitoNEET|Q91WS0,CDGSH iron sulfur domain 1,ENSMUSG00000037710,108,,SharedDomain,46,1.22,NoMitoHomolog,NoHomolog,75-100pure,20.1687,0.004,1,"literature, mito protein domain, induction, coexpression++, MS/MS++",chr10,71330493,71344849,14,17,558,4.84E+10,92,all 14,9.8,9.5,9.8,9.3,9.9,9.7,9,8.9,9.5,9.3,9.4,9,9.3,9.7,
Tmito,55157,226539,Dars2,5830468K18Rik|Q8BIP0,aspartyl-tRNA synthetase 2 (mitochondrial),ENSMUSG00000026709,653,2,SharedDomain,8,,OrthologMitoHighConf,Homolog,25-50ambig,20.1487,0.004,1,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS",chr1,161040612,161070632,12,23,121,1.70E+09,42,"cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.2,7.8,7.9,8,7.9,,,7.3,8,7.8,8.7,7.4,8.3,8.4,"Mitochondria (APE, Supportive)"
Tmito,5832,56454,Aldh18a1,2810433K04Rik|AI429789|Pycs|Q9Z110,"aldehyde dehydrogenase 18 family, member A1",ENSMUSG00000025007,795,1,SharedDomain,5,,NoMitoHomolog,Ortholog,50-75pure,20.1283,0.004,1,"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr19,40550256,40588463,11,57,1281,4.75E+10,70,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",9,9.1,8.9,9,,,,7.7,8.2,10.4,9.6,8.7,10.1,8.8,"Mitochondria (APE, Supportive)"
Tmito,1351,12868,Cox8a,COX8L|Q64445,cytochrome c oxidase subunit VIIIa,ENSMUSG00000035885,69,1,MitoDomain,31,,NoMitoHomolog,NoHomolog,50-75ambig,20.1047,0.004,1,"literature, targetP signal+, mito protein domain+, coexpression+, MS/MS",chr19,7215157,7217616,3,2,7,3.04E+07,62,"stomach, placenta, testis",,,,,,,,,,,,6.3,7.1,7.2,
Tmito,54534,28028,Mrpl50,AA408971|AI317351|D4Wsu125e|Q8VDT9,mitochondrial ribosomal protein L50,ENSMUSG00000044018,159,1,MitoDomain,36,,NoMitoHomolog,NoHomolog,50-75ambig,20.1047,0.004,1,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression+, MS/MS",chr4,49512596,49521083,13,11,90,2.42E+09,74,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,7.9,7.6,7.7,8.3,8.4,,7.1,8.1,8.2,8.8,7.8,8.6,8.5,"Cytoplasm (APE, Supportive)"
Tmito,3336,15528,Hspe1,10kDa|Hsp10|mt-cpn10|Q64433,heat shock protein 1 (chaperonin 10),ENSMUSG00000073676,102,,SharedDomain,4,,OrthologMitoHighConf,Ortholog,75-100pure,20.0965,0.004,1,"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++",chr1,55088147,55091317,14,27,1756,3.01E+11,99,all 14,10.1,9.9,10.2,9.8,11,10.5,9.8,8.9,10.3,10.5,10.4,10,10.4,10.2,
Tmito,64968,121022,Mrps6,AW046321|P58064,mitochondrial ribosomal protein S6,ENSMUSG00000039680,125,,SharedDomain,2,,OrthologMitoHighConf,Ortholog,75-100pure,20.0965,0.004,1,"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++",chr16,92058335,92112227,14,11,237,4.57E+09,80,all 14,8.4,8.1,8.6,8.1,8.7,8.5,7.4,7.2,8.3,8.7,8.9,8,9,8.5,
Tmito,5091,18563,Pcx,Pc|Pcb|E9QPD7,pyruvate carboxylase,ENSMUSG00000024892,1179,2,SharedDomain,20,,NoMitoHomolog,Homolog,75-100pure,20.0237,0.004,1,"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr19,4510471,4621752,14,107,8023,1.05E+12,80,all 14,10.5,10.7,10.8,9.7,11.6,11,8.5,10.1,11.5,9.5,10.2,10.7,10.1,10.5,"Mitochondria (APE, Supportive)"
Tmito,27068,74776,Ppa2,1110013G13Rik|Sid6306|Q91VM9,pyrophosphatase (inorganic) 2,ENSMUSG00000028013,330,2,SharedDomain,25,,NoMitoHomolog,Homolog,75-100pure,20.0237,0.004,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr3,133310115,133378069,14,31,541,3.15E+10,75,all 14,9,8.8,9.4,8.5,10.1,9.1,9.3,8.7,9.2,9.1,9.6,9,9.4,9.1,"Mitochondria (APE, Supportive)"
Tmito,2731,104174,Gldc,D030049L12Rik|D19Wsu57e|Q91W43,glycine decarboxylase,ENSMUSG00000024827,1025,3,MitoDomain,9,,HomologMitoHighConf,NoHomolog,50-75pure,20.0226,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, coexpression, MS/MS++",chr19,30098440,30175441,6,55,391,8.46E+09,54,"cerebrum, cerebellum, kidney, liver, adipose, placenta",8.9,9,,,9.3,9.5,,,7.7,,,,9.1,,
Tmito,132001,68971,Tamm41,1500001M20Rik|TAM41|G5E881,"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)",ENSMUSG00000030316,337,5,MitoDomain,4,,OrthologMitoHighConf,NoHomolog,50-75pure,20.0193,0.004,1,"GFP, yeast mito homolog++, mito protein domain+, MS/MS++",chr6,115004380,115037874,11,20,118,3.07E+09,62,"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",8.3,8.4,8.8,7.7,,,7.6,7.6,8.1,,8.5,7.8,8.5,9,"Cytoplasm (APE, Uncertain)"
Tmito,518,228033,Atp5g3,6030447M23|P56384,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)",ENSMUSG00000018770,141,2,SharedDomain,48,,OrthologMitoLowConf,Homolog,,19.9947,0.004,1,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++",chr2,73908449,73911294,,,,,,,,,,,,,,,,,,,,,
Tmito,64978,60441,Mrpl38,1110036N21Rik|4733401F03Rik|MRP-L3|R75240|Rpml3|Q8K2M0,mitochondrial ribosomal protein L38,ENSMUSG00000020775,380,1,SharedDomain,47,,NoMitoHomolog,NoHomolog,25-50pure,19.962,0.004,1,"APEX_matrix, targetP signal+, mito protein domain, coexpression++, MS/MS+",chr11,116131816,116138868,8,11,30,5.50E+08,26,"cerebrum, spinalcord, heart, smallintestine, largeintestine, stomach, placenta, testis",7.3,,,7.2,,,7.3,,,8,8.2,7.3,8.1,7.9,"Mitochondria (APE, Supportive)"
Tmito,55967,66414,Ndufa12,2410011G03Rik|AW112974|Q7TMF3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12",ENSMUSG00000020022,149,,NA,47,,NoMitoHomolog,Ortholog,75-100pure,19.9181,0.004,1,"literature, APEX_matrix, Rickettsial homolog, coexpression++, MS/MS++",chr10,94199008,94220948,14,22,765,8.09E+10,87,all 14,9.9,9.7,10.1,9.4,10.2,9.6,9.8,9.6,9.6,9.7,9.8,9.6,9.6,9.3,"Mitochondria (APE, Supportive)"
Tmito,64146,68023,Pdf,2610019N19Rik|S4R2K0,peptide deformylase (mitochondrial),ENSMUSG00000078931,231,2,MitoDomain,14,,NoMitoHomolog,Ortholog,25-50ambig,19.8724,0.004,1,"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS",chr8,107046289,107048614,7,8,33,4.10E+08,45,"cerebrum, heart, skeletalmuscle, adipose, largeintestine, placenta, testis",7.5,,,,,,7.5,7.3,7.5,,7.9,,8.3,7.2,
Tmito,80724,71985,Acad10,2410021P16Rik|Q8K370,"acyl-Coenzyme A dehydrogenase family, member 10",ENSMUSG00000029456,1069,1,MitoDomain,9,,NoMitoHomolog,NoHomolog,50-75pure,19.8682,0.004,1,"APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++",chr5,121621028,121660510,12,56,395,1.35E+10,57,"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.2,,,7,9.7,8.9,9.3,8.4,9.4,8.7,8.7,9.1,8.2,8.7,
Tmito,80142,96979,Ptges2,0610038H10Rik|C79137|Gbf1|Mpges2|Pges2|Q8BWM0,prostaglandin E synthase 2,ENSMUSG00000026820,384,3,SharedDomain,39,2.22,NoMitoHomolog,NoHomolog,50-75pure,19.8439,0.004,1,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, induction, coexpression+, MS/MS++",chr2,32395889,32402740,14,24,331,8.52E+09,69,all 14,8.5,8.1,8.6,8.7,8.7,8.3,8.4,7.7,9.1,8.9,9.1,8.5,9.1,9,"Mitochondria (APE, Uncertain)"
Tmito,515,11950,Atp5f1,C76477|Q9CQQ7,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1",ENSMUSG00000000563,256,,MitoDomain,NA,,OrthologMitoHighConf,NoHomolog,75-100pure,19.8364,0.004,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",chr3,105942862,105960248,14,34,3542,5.98E+11,84,all 14,10.9,10.9,10.9,10.7,10.7,10.5,10.7,10.2,10.4,10.5,10.6,10.3,10.5,10,"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito,10476,71679,Atp5h,0610009D10Rik|Q9DCX2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",ENSMUSG00000034566,161,,MitoDomain,NA,,OrthologMitoHighConf,NoHomolog,75-100pure,19.8364,0.004,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",chr11,115415696,115419919,14,26,2253,4.58E+11,97,all 14,10.7,10.4,10.8,10.4,10.6,10.6,10.7,10.1,10.4,10.5,10.6,10.4,10.4,10,"Mitochondria (APE, Supportive)"
Tmito,83447,73333,Slc25a31,1700034J06Rik|Ant4|Sfec|Q3V132,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31",ENSMUSG00000069041,320,,MitoDomain,2,,OrthologMitoHighConf,NoHomolog,75-100pure,19.8364,0.004,1,"literature, yeast mito homolog++, mito protein domain+, MS/MS++",chr3,40708870,40726094,14,31,2126,4.61E+11,88,all 14,10.5,10.4,10.7,10.6,10.6,10.1,10.7,10.4,10.3,10.7,10.5,10.5,10.4,10.6,"Mitochondria (APE, Supportive)"
Tmito,131076,381045,Ccdc58,A930007B11Rik|AI413631|Q8R3Q6,coiled-coil domain containing 58,ENSMUSG00000075229,144,,MitoDomain,NA,,OrthologMitoHighConf,NoHomolog,75-100pure,19.8364,0.004,1,"APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++",chr16,36071659,36092118,14,14,181,3.80E+09,81,all 14,8.4,8,7.8,7.6,8.6,9,7.4,7.5,8.3,8.2,8,7.7,9,8.6,"Nucleoli;Mitochondria (APE, Uncertain)"
Tmito,64975,107733,Mrpl41,MRP-L27|Rpml27|Q9CQN7,mitochondrial ribosomal protein L41,ENSMUSG00000036850,135,4,SharedDomain,NA,0.89,OrthologMitoHighConf,NoHomolog,50-75pure,19.7877,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, MS/MS++",chr2,24972469,24975098,14,15,174,4.37E+09,75,all 14,8.4,8.2,8.4,8.2,8.4,8.6,7.7,7.1,8.3,8.6,8.9,8,8.9,8.8,"Mitochondria (APE, Supportive)"
Tmito,10587,26462,Txnrd2,AA118373|ESTM573010|TGR|Tr3|Trxr2|Trxrd2|Q9JLT4,thioredoxin reductase 2,ENSMUSG00000075704,527,1,SharedDomain,8,,HomologMitoLowConf,Homolog,50-75pure,19.7429,0.004,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr16,18426416,18479073,12,25,193,3.94E+09,52,"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,,,7.1,8.4,8.8,8.2,8.2,8.8,8.9,7.3,8.4,8.8,8.5,"Mitochondria (APE, Supportive)"
Tpossible_mito,84693,73724,Mcee,1110007A04Rik|Q9D1I5,methylmalonyl CoA epimerase,ENSMUSG00000033429,178,2,NonMitoDomain,40,1.39,NoMitoHomolog,NoHomolog,50-75pure,19.647,0.004,1,"targetP signal, induction, coexpression++, MS/MS++",chr7,64392770,64412119,14,7,197,5.99E+09,56,all 14,8.4,8.3,8.3,8.2,9.1,9,8.5,7.2,8.7,8.4,8.9,8.8,8.3,8.2,"Nucleoli (APE, Uncertain)"
Tmito,64087,78038,Mccc2,4930552N12Rik|MCCB|Q3ULD5,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),ENSMUSG00000021646,563,2,SharedDomain,31,,NoMitoHomolog,Homolog,50-75pure,19.6461,0.004,1,"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",chr13,99948531,100015639,14,41,1013,5.60E+10,74,all 14,9,8.5,9.1,9,10,9.6,9.5,9.3,10.2,9,9.3,9.9,9.2,9.6,"Mitochondria (APE, Supportive)"
